item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"The Kodansha Kanji Learner's Dictionary: Revised and Expanded","Jack Halpern",Jack,Halpern,9781568364070,1568364075,"With The Kodansha Kanji Learner&#039;s Dictionary: Revised and Expanded, learners finally have at their fingertips accurate and in-depth information on all the kanji prescribed by the Japanese government. In all, 3,002 characters-772 more than in the first edition-fill its pages, making it the most comprehensive and up-to-date dictionary of its kind.The main goal of the dictionary is to give the learner instant access to a wealth of useful information on kanji, including their meanings, readings, stroke order, and usage in compounds.Compounds pose a special problem for learners. Normally one must memorize them as unrelated units. A unique feature of this dictionary that overcomes this difficulty is the core meaning, a concise keyword that defines the dominant sense of each kanji, followed by character meanings, or specific senses the kanji can have when used in the living language. Together these features help learners understand the logic behind compound formation.Another unique feature is the System of Kanji Indexing by Patterns (SKIP), a revolutionary indexing system that has gained widespread popularity because it enables the user to locate characters as quickly and as accurately as in alphabetical dictionaries. With SKIP, all one needs to do to find a kanji is identify the geometrical pattern to which it belongs, then count the strokes in each part of that pattern-a much speedier process than searching by traditional methods.These features, and many more, make this dictionary the most powerful kanji-learning tool ever devised.","Kodansha USA",2013-05-31,,,,,1201,,,,,,,,,,,,,2022-08-06,1
book,"Six Months Off","Lamar Alexander",Lamar,Alexander,,0688074170,"An American Family's Australian Adventure","William Morrow",1988-01-01,,memoir,,20.00,319,,,,,,,,,,,,,2022-08-06,1
book,"Gone Fishin': New Angles on Perennial Problems (Power Japanese)","Jay Rubin",Jay,Rubin,9784770016560,4770016565,,"Kodansha Amer Inc",1992-08-01,japanese,"japanese, language",,10.00,128,,,,,,,,,,,,,2022-08-06,1
book,"Basic Connections: Making Your Japanese Flow (Power Japanese)","Kakuko Shoji",Kakuko,Shoji,9784770019684,4770019688,"This volume concentrates on the connective expressions that facilitate the flow of ideas in Japanese - how words and phrases dovetail, how clauses pair up with other clauses and how sentences come together to create harmonious paragraphs. The Power Japanese series presents a selection of guides to difficult or confusing aspects of the Japanese language. The student can find a quick reference to particles, a guide to the myriad levels of politeness, books of idioms, vocabulary builders, emotive expressions and turns of speech - all with natural examples.","Kodansha International (JPN)",1997-03-01,japanese,"japanese, language",,5.00,128,,,,,,,,,,,,,2022-08-06,1
book,"Japanese Core Words and Phrases: Things You Can't Find in a Dictionary (Power Japanese Series) (Kodansha's Children's Classics)","Kakuko Shoji",Kakuko,Shoji,9784770027740,4770027745,"Some Japanese words and phrases, even though they lie at the core of the language, forever elude the student&#039;s grasp. They are not explained satisfactorily in dictionaries or textbooks for the simple reason that they cannot be conveniently defined. Japanese Core Words and Phrases brings these recalcitrants to bay. The book is divided into two parts, each of which is arranged in alphabetical order. The first part is devoted to words indicating physical as well as psychological distance-roughly equivalent to &quot;this,&quot; &quot;that,&quot; &quot;that over there,&quot; and &quot;where,&quot; but quite different in usage. Physical distance is covered in most textbooks, but psychological distance-every student&#039;s nemesis-is not. The second part of the book covers a variety of idiomatic expressions, many of which appear in Japanese proficiency tests. Each entry word or phrase is not simply explained but exemplified in sentence form, clarifying its meaning (in the case of many students) for the very first time. Japanese Core Words and Phrases has a great deal to offer the beginning student and much to offer the intermediate student. Little more can be asked of a book on the Japanese language. Previously published in the Power Japanese series as Core Words and Phrases: Things You Can&#039;t Find in a Dictionary.","Kodansha USA",2001-09-04,,,,20.00,131,,,,,,,,,,,,,2022-08-06,1
book,"How to Sound Intelligent in Japanese: A Vocabulary Builder (Power Japanese)","Charles De Wolf",Charles,Wolf,9784770017475,4770017472,"Lists, defines and gives examples to engage in intelligent coversations in fields such as politics, art, literature, business and science. The Power Japanese series presents a selection of guides to difficult or confusing aspects of the Japanese language. The student can find a quick reference to particles, a guide to the myriad levels of politeness, books of idioms, vocabulary builders, emotive expressions and turns of speech - all with natural examples.","Kodansha Amer Inc",1993-12-01,,,,8.00,128,,,,,,,,,,,,,2022-08-06,1
book,"Kanji Idioms (Power Japanese)","George Wallace, Kayoko Kimiya",George,Wallace,9784770019431,4770019432,"Presents frequently used phrases composed of four kanji characters, essential for educated conversation. The Power Japanese series presents a selection of guides to difficult or confusing aspects of the Japanese language. The student can find a quick reference to particles, a guide to the myriad levels of politeness, books of idioms, vocabulary builders, emotive expressions and turns of speech - all with natural examples.","Kodansha International (JPN)",1996-01-01,,,,10.00,160,,,,,,,,,,,,,2022-08-06,1
book,"Instant Vocabulary Through Prefixes and Suffixes (Power Japanese)","Timothy J. Vance",Timothy,Vance,9780870119538,0870119532,"Aims to help expand vocabulary and improve reading comprehension by modifying the reader's existing lexicon. The Power Japanese series presents a selection of guides to difficult or confusing aspects of the Japanese language. The student can find a quick reference to particles, a guide to the myriad levels of politeness, books of idioms, vocabulary builders, emotive expressions and turns of speech - all with natural examples.","Kodansha Amer Inc",1991-03-01,,,,8.00,128,,,,,,,,,,,,,2022-08-06,1
book,"Nippon: The Land and it's People",,,,97843117000,4311700024,,,1988-01-01,,,,,392,,,,,,,,,,,,,2022-08-06,1
book,速読古文常識,"Mitsuo Naka",Mitsuo,Naka,9784860661595,4860661591,"読解に役立つ「古文常識」
古文を読むためには、単語や文法だけでなく、古典世界の「常識」を身に付けていることが重要です。本書は読解に必要な「古文常識」をわかりやすく解説しています。

入試頻出項目を100%カバー
入試の傾向を踏まえ、古文を読む時に必要不可欠な「常識」を選定しました。見出し語と関連語を合わせて約300語を収録。センター試験から2次・私大まで対応します。

実戦的なトレーニング
文章の中で「常識」を覚えられるので、効率的な暗記ができます。さらに、覚えた「常識」をすぐに入試問題で確認できるので、暗記だけにとどまらない実戦的な学習が可能です。",,,japanese,"history, japanese, lanaguage","Purchased in Japan",10.00,,,,,,,,,,,,,,2022-08-06,1
book,"Breaking into Japanese Literature: Seven Modern Classics in Parallel Text","Giles Murray",Giles,Murray,9781568364155,1568364156,"Reading great books in the original should be the culmination of language study, but reading Japanese literature unassisted is a daunting task that can defeat even the most able of students. Breaking into Japanese Literature is specially designed to help you bypass all the frustration and actually enjoy classics of Japanese literature. Breaking into Japanese Literature features seven graded stories covering a variety of genres: whether it's the spellbinding surrealism of Natsume Soseki's Ten Nights of Dreams, the humor of Akutagawa Ryunosuke's fable of temple life (""The Nose""), or the excitement of his historic thrillers (""In a Grove"" and ""Rashomon""), you are sure to find a story that appeals to you in this collection. The unique layout-with the original Japanese story in large print, an easy-to-follow English translation and a custom dictionary-was created for maximum clarity and ease of use. There's no need to spend time consulting reference books when everything you need to know is right there in front of your nose. To make Japanese literature fun, Breaking into Japanese Literature also has some unique extra features: mini-biographies to tell you about the authors' lives and works, individual story prefaces to alert you to related works of literature or film, and original illustrations to fire your imagination. Best of all, MP3 sound files of all the stories have been made available for FREE on the Internet. Breaking into Japanese Literature provides all the backup you need to break through to a new and undiscovered world-the world of great Japanese fiction. All the hard work has been taken care of so you can enjoy the pleasures of the mind. Why not take advantage? Learn o 50% of all common-use kanji covered o Kanji entry numbers given for follow-up study o Japanese + English translation + custom dictionary on the same page o Every single kanji word explained Listen o Free download of sound files from the Net Look o 7 original atmospheric illustrations Link o Original stories for Kurosawa's Rashomon and DreamsAll the stories in this book are available on the Internet as MP3 sound files read by professional Japanese actors. For students who want to consolidate their understanding of kanji, the entry numbers for any of the 2,230 characters in The Kodansha Kanji Learner's Dictionary have been provided when those characters feature in Breaking into Japanese Literature. This makes cross-referencing a matter of seconds.","Kodansha USA",2012-06-01,japanese,"japanese, language, literature",,15.00,240,,,,,,,,,,,,,2022-08-06,1
book,"Exploring Japanese Literature: Read Mishima, Tanizaki and Kawabata in the Original","Giles Murray",Giles,Murray,9781568365411,1568365411,"Yasunari Kawabata, Yukio Mishima and Junichiro Tanizaki are all giants of world literature.  It stands to reason that students of Japanese would long to read them in their original language. Ixploring Japanese Literature enables them to do just that. Featuring one each of these writers most characteristic stories - plus linguistic support in the form of a built-in dictionary - the book picks up where the authors previous bestselling text, Breaking into Japanese Literature, left off.The poignancy of romance between a wealthy Tokyoite and a provincial geisha in Yasunari Kawabata's Snow Country; the ecstatic frenzy of a couple committing ritual suicide in Mishima's Patriotism; the amoral antics of a playboy aesthete trying to fire up his flagging zest for life in Tanizaki's The Secret-Exploring Japanese Literature is a reader's entrée into the uniquely rich and exotic world of modern Japanese fiction.On each two-page spread, the original Japanese is printed in large type on the left-hand page, with the corresponding English translation on the right and the dictionary running along the bottoms of both. Everything the student needs to read the stories and understand them is right there. To enrich students experience even further, Exploring Japanese Literature also features biographies of the three novelists, mini-prefaces that set the scene for the individual stories, and evocative illustrations. In addition, there is a dedicated website at www.speaking-japanese.com where learners have the chance to put forward their own interpretations of the Japanese and engage in debate with the author, the editor and, of course, other readers of the book.Exploring Japanese Literature is recommended for upper-intermediate and advanced level students.","Kodansha USA",2013-11-08,,,,,352,,,,,,,,,,,,,2022-08-06,1
book,"A Dictionary of Japanese Particles (A Kodansha Dictionary) (English and Japanese Edition)","Sue A. Kawashima",Sue,Kawashima,9784770023520,4770023529,"For English-speaking students of Japanese, particles are perhaps the most difficult aspect of the language to learn. It would be no exaggeration to say that, for most people, they can never be completely mastered. Thus, the study of particles is a lifetime undertaking, and students need a lifelong companion to help them along the way. That companion is A Dictionary of Japanese Particles. Covering over 100 particles in alphabetical order, the dictionary explains the meanings of each (most have more than one) and gives sample sentences for each meaning. Illustrations are provided where necessary for clarification. There are also exercises at the back of the book for those who wish to test their knowledge of particle usage. Appendices and endpaper charts are provided for easy access. A Dictionary of Japanese Particles is an essential reference work, meant to be used over the years as students continue to confront puzzling particles.","Kodansha USA",1999-06-30,japanese,"japanese, language, reference",,20.00,368,,,,,,,,,,,,,2022-08-06,1
book,"Common Japanese Collocations","Kakuko Shoji",Kakuko,Shoji,9781568365572,1568365578,"Collocations are word combinations that occur in natural speech more frequently than can be explained by chance. In English, we say, take a bath (or have a bath in British English), but in Japanese the equivalent is get in a bath, o-furo ni hairu. This title introduces the most frequently used noun-and-verb and noun-and-adjective combinations.","Kodansha America, Incorporated",2014-10-24,japanese,"japanese, language",,10.00,258,,,,,,,,,,,,,2022-08-06,1
book,"Japanese Sentence Patterns for Effective Communication: A Self-Study Course and Reference","Taeko Kamiya",Taeko,Kamiya,9781568364209,1568364202,"An indispensable tool for acquiring basic communication skills in a limited amount of time.With Japanese Sentence Patterns for Effective Communication, even absolute beginners can learn to communicate in Japanese in a matter of days. Designed specifically for native-English speakers approaching Japanese as a second language, this book presents 142 essential Japanese sentence patterns, first by giving equivalents in English, then following with Japanese translations. Each pattern is accompanied by a concise, easy-to-follow explanation and several Japanese example sentences that demonstrate its usage. In addition, practice sections for each pattern allow the student to test his or her understanding of the material presented.Japanese Sentence Patterns for Effective Communication is organized into twelve chapters according to communicative function, including such tasks as making simple, declarative statements about people and things in the world; making comparisons; talking about events in the past, present and future; expressing desire, conjecture and intention;stating causes or reasons; making requests; asking and giving permission; and using the passive and causative-passive voices. Extensive charts at the back of the book outline the rules for inflecting and conjugating adjectives and verbs-essential to fluent communication.","Kodansha USA",2012-08-03,,,,,320,,,,,,,,,,,,,2022-08-06,1
book,"The Power of Babel: A Natural History of Language","John McWhorter",John,McWhorter,9780060520854,0006052085,"There are approximately six thousand languages on Earth today, each a descendant of the tongue first spoken by Homo sapiens some 150,000 years ago. While laying out how languages mix and mutate over time, linguistics professor John McWhorter reminds us of the variety within the species that speaks them, and argues that, contrary to popular perception, language is not immutable and hidebound, but a living, dynamic entity that adapts itself to an ever-changing human environment. Full of humor and imaginative insight, The Power of Babel draws its illustrative examples from languages around the world, including pidgins, Creoles, and nonstandard dialects.","Harper Perennial",2001-01-01,Language,language,,10.00,352,,,,,,,,,,,,,2022-08-06,1
book,"Etiquette Guide to Japan: Know the Rules that Make the Difference!","Boye Lafayette De Mente",Boye,Mente,9780804834179,0804834172,"Etiquette Guide to Japan offers an inside look at the social norms of the Japanese-when to bow, how to propose a toast, when to pay the bill, the careful art of gift-giving, how to deal with public transportation, dating, weddings, funerals, and last, but not least, how to say good-bye at the end of your stay. If you want to save yourself from possible embarrassment during your stay in Japan, you will find the Etiquette Guide to Japan to be a much-needed companion.","Tuttle Publishing",2001-08-10,,,,,128,,,,,,,,,,,,,2022-08-06,1
book,"Japanese in Action","Jack Seward",Jack,Seward,,0834800330,,Weatherhill,1983-01-01,,,,,217,,,,,,,,,,,,,2022-08-06,1
book,"Teach Yourself Beginner's Arabic Script","John Mace",John,Mace,9780071419826,0071419829,"Now learning non-Roman-alphabet languages is as easy as A-B-C! Readers wanting to learn the basics of reading and writing a new language that employs script will find all they need in the Teach Yourself Beginner&#039;s Script series. Each book includes a step-by-step introduction to reading and writing in a new language as well as tips and practice exercises to build learners&#039; skills. Thanks to the experts at Teach Yourself, script will no longer be all &quot;Greek&quot; to language learners--unless of course, it is Greek script! Teach Yourself Beginner&#039;s Script series books feature:  Origins of the language  A systematic approach to mastering the script  Lots of &quot;hands-on&quot; exercises and activities  Practical examples from real-life situations",McGraw-Hill,2003-06-06,,,,,176,,,,,,,,,,,,,2022-08-06,1
book,"Easy Arabic Grammar","Jane Wightwick, Mahmoud Gaafar",Jane,Wightwick,9780071462105,97800714621,"An exceptionally clear and accessible reference and workbook for anyone who wants to learn Arabic Easy Arabic Grammar is both a handy grammar reference and a primer/workbook for beginning to intermediate-level students of Arabic. Clear structural explanations and practice activities make it a perfect companion for formal language classes as well as any self-teaching course.",McGraw-Hill,,language,"arabic, language",,,149,,,,,,,,,,,,,2022-08-06,1
book,"Read and Write Hindi Script: A Teach Yourself Guide (TY: Language Guides)","Rupert Snell",Rupert,Snell,9780071759922,0071759921,"By the end of the book, you will be reading and writing Hindi with confidence!    Read and Write Hindi Scripts is a step-by-step introduction to the script that will enable you to read Hindi signs, notices, advertisements and headlines. Script is introduced in stages, accompanied with lots of practice. There are plenty of example words and phrases that are seen everywhere in any Hindi-speaking environment so you can familiarize yourself with the most common signs and directions.",McGraw-Hill,2011-01-14,,,,,192,,,,,,,,,,,,,2022-08-06,1
book,"CD2枚付 改訂版 耳が喜ぶスペイン語 リスニング体得トレーニング",,,,9784384059199,4384059191,,,,Language,spanish,,,,,,,,,,,,,,,,2022-08-06,1
book,"Ky¿ No Tameguchi Eigo","Kazuma, Kadokawa Staff (Contribution by)",Kazuma,Kazuma,9784046022486,4046022485,,"Kadokawa Shoten",2018-01-01,,,,,239,,,,,,,,,,,,,2022-08-06,1
book,マンガでおさらい中学英語,"Motoharu TakahasiMami Hukuti",Motoharu,Hukuti,9784046012302,4046012307,,,,,,,,,,,,,,,,,,,,,2022-08-06,1
book,「カゲロウデイズ」で高校英単語が面白いほど覚えられる本,,,,9784046010742,4046010746,,,,,,,,,,,,,,,,,,,,,2022-08-06,1
book,"!Che Boludo! A gringo's guide to understanding the Argentines, 3rd edition","James Bracken",James,Bracken,9789872731502,9872731500,"!Che Boludo! A gringo's guide to understanding the Argentines, 3rd edition","Editorial Caleuche",2011-01-01,language,"language, spanish",,5.00,72,,,,,,,,,,,,,2022-08-06,1
book,"The Art of Living: The Classic Manual on Virtue, Happiness, and Effectiveness","Epictetus, Sharon Lebell",Epictetus,Epictetus,9780062513229,0062513222,"Perennial wisdom on how best to live with serenity and joy in a thoroughly contemporary and delightfully pragmatic new adaptation. ""Wise as a grandfather, earthly as the Tao.""-- Jack Kornfield, author of A Path with Heart",HarperOne,1995-09-01,Philosophy,"philosophy, primary source, religion",,4.56,114,,,,,,,,,,,,,2014-04-05,1
book,"Common Sense (Dover Thrift Editions)","Thomas Paine",Thomas,Paine,9780486296029,0486296024,"Enormously popular and widely read pamphlet, first published in January of 1776, clearly and persuasively argues for American separation from Great Britain and paves the way for the Declaration of Independence. This highly influential landmark document attacks the monarchy, cites the evils of government and combines idealism with practical economic concerns. A selection of the Common Core State Standards Initiative.","Dover Publications",1997-04-22,History,"history, office, philosophy, primary source, shelf-1","Slightly older edition that pictured",4.00,64,,,,,,,,,,,,,2022-08-06,1
book,"The Demon-Haunted World: Science as a Candle in the Dark","Carl Sagan, Ann Druyan",Carl,Sagan,9780345409461,0345409469,"""A glorious book . . . A spirited defense of science . . . From the first page to the last, this book is a manifesto for clear thought."" *Los Angeles Times""POWERFUL . . . A stirring defense of informed rationality. . . Rich in surprising information and beautiful writing."" *The Washington Post Book WorldHow can we make intelligent decisions about our increasingly technology-driven lives if we don't understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.Casting a wide net through history and culture, Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft, faith healing, demons, and UFOs. And yet, disturbingly, in today's so-called information age, pseudoscience is burgeoning with stories of alien abduction, channeling past lives, and communal hallucinations commanding growing attention and respect. As Sagan demonstrates with lucid eloquence, the siren song of unreason is not just a cultural wrong turn but a dangerous plunge into darkness that threatens our most basic freedoms.""COMPELLING."" *USA Today""A clear vision of what good science means and why it makes a difference. . . . A testimonial to the power of science and a warning of the dangers of unrestrained credulity."" *The Sciences""PASSIONATE."" *San Francisco Examiner-Chronicle","Ballantine Books",1997-02-25,Science,"culture, science",,11.55,480,,,,,,,,,,,,,2018-04-16,1
book,"Zen Sourcebook: Traditional Documents from China, Korea, and Japan","Stephen Addiss",Stephen,Addiss,9780872209091,0872209091,"This is the first collection to offer selections from the foundational texts of the Chinese, Korean, and Japanese Zen traditions in a single volume. Through representative selections from their poetry, letters, sermons, and visual arts, the most important Zen Masters provide students with an engaging, cohesive introduction to the first 1,200 years of this rich and often misunderstood tradition. A general Introduction provides historical, biographical, and cultural context; notes on translation and a glossary are also included.","Hackett Pub Co",2008-03-20,Religion,"history, primary source, religion, zen",,15.00,312,,,,,,,,,,,,,2022-08-06,1
book,"The Tao of Pooh","Benjamin Hoff",Benjamin,Hoff,9780140067477,0140067477,"For Taoists everywhere, the New York Times bestseller from the author of The Te of Piglet The how of Pooh? The Tao of who? The Tao of Pooh!?! In which it is revealed that one of the world&#039;s great Taoist masters isn&#039;t Chinese--or a venerable philosopher--but is in fact none other than that effortlessly calm, still, reflective bear. A. A. Milne&#039;s Winnie-the-Pooh! While Eeyore frets, and Piglet hesitates, and Rabbit calculates, and Owl pontificates, Pooh just is.And that&#039;s a clue to the secret wisdom of the Taoists.","Penguin Books",1983-07-28,,,,,176,,,,,,,,,,,,,2022-08-06,1
book,"Dinkum Aussie Dictionary","Richard Beckett",Richard,Beckett,9780867771541,0867771542,,"New Holland Publishers Pty, Limited",1986-08-01,language,"english, language, reference",,,60,,,,,,,,,,,,,2022-08-06,1
book,"The Elements of Style, Fourth Edition","William Strunk Jr., E. B. White",William,Jr.,9780205309023,0020530902,"You know the authors' names. You recognize the title. You've probably used this book yourself. This is The Elements of Style, the classic style manual, now in a fourth edition. A new Foreword by Roger Angell reminds readers that the advice of Strunk &amp; White is as valuable today as when it was first offered.This book's unique tone, wit and charm have conveyed the principles of English style to millions of readers. Use the fourth edition of ""the little book"" to make a big impact with writing.",Longman,1999-08-02,Language,"english, language, writing",,5.00,105,,,,,,,,,,,,,2022-08-06,1
book,"Fun With Chinese Characters Volume 3","Tan Huay Peng",Tan,Peng,9789810130060,9810130066,"Fun with Chinese Characters (in three volumes) makes learning Chinese characters entertaining and memorable! Every page contains all the information you need to learn a Chinese character: the origin (etymology) of a character, its description and an entertaining illustration by cartoonist Tan Huay Peng. Knowing the origin greatly simplify the recognition the characters. The cartoons which accompany each character are often comical and clever. Examples of how the character is used in compound phrases are offered. First volume contains an in-depth introduction on the genesis of the characters. The third volume contains index of all 480 characters and their location.

The characters are written in traditional and simplified characters and has romanized pinyin pronunciation. Stroke orders, definition and example sentence make this book a valuable resource. Learning Chinese characters has never been so much fun!","China Books &amp; Periodicals",1991-12-01,language,"chinese, language, writing",,20.00,143,,,,,,,,,,,,,2022-08-06,1
book,"Writing: The Story of Alphabets and Scripts","Georges Jean",Georges,Jean,9780810928930,0810928930,"The history of the written word, from the cuneiform characters invented in 4000 BC, through the evolution of the alphabet around 2000 BC, to modern typographical techniques. A title from the NEW HORIZONS series of pocket-sized information books, with foldouts and double-page spreads.","Harry N. Abrams",1992-03-30,language,"language, writing",,10.00,207,,,,,,,,,,,,,2022-08-06,1
book,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",Randall,Munroe,9780544272996,0544272994,"From the creator of the wildly popular webcomic xkcd, hilarious and informative answers to important questions you probably never thought to ask. Millions of people visit xkcd.com each week to read Randall Munroe&rsquo;s iconic webcomic. His stick-figure drawings about science, technology, language, and love have a large and passionate following. Fans of xkcd ask Munroe a lot of strange questions. What if you tried to hit a baseball pitched at 90 percent the speed of light? How fast can you hit a speed bump while driving and live? If there was a robot apocalypse, how long would humanity last? In pursuit of answers, Munroe runs computer simulations, pores over stacks of declassified military research memos, solves differential equations, and consults with nuclear reactor operators. His responses are masterpieces of clarity and hilarity, complemented by signature xkcd comics. They often predict the complete annihilation of humankind, or at least a really big explosion. The book features new and never-before-answered questions, along with updated and expanded versions of the most popular answers from the xkcd website. What If? will be required reading for xkcd fans and anyone who loves to ponder the hypothetical.","Houghton Mifflin Harcourt",2014-09-02,Science,"dining room, pop science, science",,15.00,320,,,,,,,,,,,,,2022-08-06,1
book,"Robert's Rules of Order in Brief: The Simple Outline of the Rules Most Often Needed at a Meeting, According to the Standard Authoritative Parliamentary Manual, Revised Edition","Henry M. Robert III, William J. Evans, Daniel H. Honemann, Thomas J. Balch",Henry,III,9780306813542,0306813548,"Going to a meeting? Want to know how to take part? Learn quickly and easily! This short, simple book includes: Sample dialogues to get you confidently through motions, nominations, elections, votes, debates, amendments, and more Invaluable tips for keeping meetings orderly and on track A chapter answering the most frequently asked questions Not sure what to do at a meeting? Handy tables at the back of the book tell you just what to say Appointed to a committee? Elected an officer or board member? Chosen as a convention delegate? Chapters on each clearly explain your duties","Da Capo Press",2004-04-14,,,,,208,,,,,,,,,,,,,2022-08-06,1
book,"The Columbia Guide to Standard American English","Kenneth G. Wilson",Kenneth,Wilson,9780231069892,0231069898,"In the most reliable and readable guide to effective writing for the Americans of today, Wilson answers questions of meaning, grammar, pronunciation, punctuation, and spelling in thousands of clear, concise entries. His guide is unique in presenting a systematic, comprehensive view of language as determined by context. Wilson provides a simple chart of contexts―from oratorical speech to intimate, from formal writing to informal―and explains in which contexts a particular usage is appropriate, and in which it is not. The Columbia Guide to Standard American English provides the answers to questions about American English the way no other guide can with: * an A–Z format for quick reference; * over five thousand entries, more than any other usage book; * sensible and useful advice based on the most current linguistic research; * a convenient chart of levels of speech and writing geared to context; * both descriptive and prescriptive entries for guidance; * guidelines for nonsexist usage; * individual entries for all language terms. A vibrant description of how our language is being spoken and written at the end of the twentieth century―and how we ourselves can use it most effectively―The Columbia Guide to Standard American English is the ideal handbook to language etiquette: friendly, sensible, and reliable.","Columbia University Press",1993-04-15,language,"dictionary, english, language, reference",,5.00,482,,,,,,,,,,,,,2022-08-06,1
book,"The Well-Spoken Thesaurus: The Most Powerful Ways to Say Everyday Words and Phrases","Tom Heehler",Tom,Heehler,9781402243059,1402243057,"The Ultimate Guide to Powerful LanguageIf you’ve ever fumbled while trying to use a big word* to impress a crowd, you know what it’s like to* be poorly spoken. The fear of mispronouncing or misusing complex words is real and leaves many of us consigned to the lower levels* of the English Language.The secret to eloquence, however, lies in simplicity—the ability to use ordinary words in extraordinary ways.The Well-Spoken Thesaurus is your guide to eloquence, replacing the ordinary with the extraordinary. While a common thesaurus provides only synonyms as mere word-for-word equivalents, The Well-Spoken Thesaurus is filled with* dynamic reinventions of standard words and phrases.*lofty word, pretentious word*know what it is to*lower reaches, lower echelons*awash in, instilled with, dense with, rich in",Sourcebooks,2011-02-01,language,"english, language, reference",,10.00,400,,,,,,,,,,,,,2022-08-06,1
book,"Because Internet","Gretc MCCULLOCH",Gretc,MCCULLOCH,9781787302310,1787302318,,"Harvill Secker",2019-11-07,language,"language, nonfiction",,18.45,336,,,,,,,,,,,,,2021-04-28,1
book,"How to Cook Everything--Completely Revised Twentieth Anniversary Edition","Mark Bittman",Mark,Bittman,9781328545435,1328545431,"The ultimate kitchen companion, completely updated and better than ever, now for the first time featuring color photos For twenty years, Mark Bittman'sHow to Cook Everything has been the definitive guide to simple home cooking. This new edition has been completely revised for today's cooks while retaining Bittman's trademark minimalist style--easy-to-follow recipes and variations, and tons of ideas and inspiration. Inside, you'll find hundreds of brand new features, recipes, and variations, like Slow-Simmered Beef Chili, My New Favorite Fried Chicken, and Eggs Poached in Tomato Sauce; plus old favorites from the previous editions, in many cases reimagined with new methods or flavors. Recipes and features are designed to give you unparalleled freedom and flexibility: for example, infinitely variable basic techniques (Grilling Vegetables, Roasting Seafood); innovative uses for homemade condiments; easy-to-make one-pot pastas; and visual guides to improvising soups, stir-fries, and more. Bittman has also updated all the information on ingredients, including whole grains and produce, alternative baking staples, and sustainable seafood. And, new for this edition, recipes are showcased throughout with color photos. By increasing the focus on usability, modernizing the recipes to become new favorites, and adding gorgeous photography, Mark Bittman has updated this classic cookbook to be more indispensable than ever.","Houghton Mifflin Harcourt Publishing Company",2019-10-01,cooking,info,,,960,,,,,,,,,,,,,2022-08-06,1
book,"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails","Mittie Hellmich",Mittie,Hellmich,9780811843515,0811843513,"Ultimate Bar Book is the first and only guide to classic and new drink recipes. Loaded with essential-to-know topics such as barware, tools, and mixing tips, this book has it all. As a mistress of mixology, the author has the classics down to a Tthe Martini, the Bloody Mary, plus the many variations (the Dirty Martini, the Virgin Mary). And then there are all the creative new elixirs the author brings to the table, like the Tasmanian Twister Cocktail or the Citron Sparkler. Illustrations show precisely what type of glass should be used for each drink. With dozens of recipes for garnishes, rims, infusions, and syrups; punches, gelatin shooters, hot drinks, and non-alcoholic beverages; andlet&#039;s not forgetan essential selection of hangover remedies, Ultimate Bar Book is nothing short of top-shelf.","Chronicle Books",2006-06-23,,,,,476,,,,,,,,,,,,,2022-08-06,1
book,"The Beer Book","Jeremy Patenaude",Jeremy,Patenaude,9780756639822,0756639824,"The world-wide interest in good beer is on the rise, and with it comes a thirst for more knowledge on the subject. The Beer Book offers a wealth of information on all aspects of beer, from its history to popular styles to brewing techniques. This a new generation of beer guide that follows in the large footsteps of Michael Jackson's authoritative title from DK, Ultimate Beer.","DK Publishing",2008-10-20,Cooking,"alcohol, cooking, non-fiction","Released 2008, outdated in 2014.",5.00,352,,,,,,,,,,,,,2022-08-06,1
book,Onigirazu,,,,9784800236395,4800236398,,"Unknown Publisher",2015-01-01,,,,,,,,,,,,,,,,,,2022-08-06,1
book,"Easy Sushi","Emi Kazuko, Peter Cassidy",Emi,Kazuko,9781841721057,1841721050,"With clean, fresh flavours and great good looks, sushi has never been so popular. It&#039;s delicious as a light meal or as part of a more substantial Japanese dinner and makes perfect party food. The term &quot;sushi&quot; is taken from sumeshi, meaning vinegared rice, a vital part of all sushi dishes, In &quot;Easy Sushi&quot; Japanese food writer Emi Kazuko shows you how to cook the rice perfectly and how to make simple rolled sushi using classic ingredients such a  cucumber, tuna, or salmon. Once you&#039;ve mastered the easy ones you can explore more adventurous variations, using easy-to-find ingredients. Emi&#039;s philosophy is that creating sushi should be fun and there is even a section on sushi for children. If you thought making sushi was strictly for the professionals. Easy Sushi will amaze you. With Emi&#039;s simple-to-prepare recipes, all captured by leading food photographer Peter Cassidy, you will never eat take-out sushi again!","Ryland Peters & Small",2000-08-24,Cooking,,,,64,,,,,,,,,,,,,2022-08-06,1
